"","Frecuencia","$ Margen","$ Venta","Recencia","cluster"
"9738500",2,30922,30924,627,3
"9738604",1,10776,38638,620,3
"9738620",4,169613,552134,202,1
"9739235",1,12352,12353,524,3
"9739277",34,283469,603356,75,2
"9739556",2,56156,149563,96,2
"9739593",7,180341,611841,195,2
"9739895",1,12352,12353,286,1
"9740556",4,74388,197950,615,3
"9740862",6,72479,258584,135,2
"9741333",4,69018,144526,418,1
"9741974",18,595833,1878265,325,1
"9742150",12,493537,1822079,27,2
"9742501",2,37888,168050,111,2
"9742656",1,8099,12261,390,1
"9742937",132,11449240,38307307,58,2
"9742942",3,172806,368077,264,1
"9743490",1,17667,56462,431,1
"9743663",2,15351,65721,683,3
"9743697",40,904426,2505802,186,2
"9744700",1,4786,12597,343,1
"9745003",9,190899,597387,80,2
"9745259",1,7347,12479,516,3
"9745270",1,449416,1267840,209,1
"9745513",4,21554,79291,450,1
"9745677",1,2466,12756,203,1
"9745746",193,3114284,8109888,27,2
"9745823",1,6722,6722,33,2
"9746157",97,3221693,9431434,24,2
"9746460",1,12352,12353,24,2
"9746549",2,14161,19310,408,1
"9746741",3,293395,1412014,115,2
"9746990",37,565943,1317684,54,2
"9747218",41,726304,1975949,149,2
"9747343",6,118879,195630,23,2
"9747534",78,1153390,2279920,83,2
"9748177",9,517832,1393882,111,2
"9748231",4,149267,855774,226,1
"9748244",1,4566,12597,276,1
"9748285",2,40559,93384,417,1
"9748966",6,51408,76715,272,1
"9749173",6,269084,629122,140,2
"9749281",1,7502,16992,272,1
"9749491",1,4350,7534,350,1
"9749617",4,51110,90213,844,4
"9749657",22,819932,2838844,56,2
"9749678",13,734753,1691365,629,3
"9749948",1,11708,17454,914,4
"9750117",2,122632,489062,714,3
"9750183",4,284412,1000256,107,2
"9750376",1,30716,56068,105,2
"9750446",2,24538,51058,851,4
"9750678",4,252703,880589,160,2
"9750784",1,398,1513,844,4
"9750851",9,94679,244743,489,3
"9750920",3,74942,153909,536,3
"9751116",1,80400,262080,853,4
"9751151",6,260440,501171,216,1
"9751159",1,11320,17066,909,4
"9751372",1,9663,9664,338,1
"9751829",14,78845,187829,34,2
"9751999",3,44630,105864,762,4
"9752003",3,30249,30252,70,2
"9752472",1,9534,70572,755,3
"9752533",4,341298,1346320,731,3
"9752589",7,17239,31209,77,2
"9752717",2,5326,8539,261,1
"9752718",1,16302,16303,259,1
"9752785",3,53631,155000,909,4
"9752965",2,27440,78974,195,2
"9753004",4,61090,164185,453,1
"9753122",24,805487,2662282,69,2
"9753207",4,101336,184034,83,2
"9753355",1,89436,152924,303,1
"9753461",10,80471,324987,300,1
"9753662",2,5630,6135,608,3
"9753674",6,11414,24991,317,1
"9754270",5,95926,230234,181,2
"9754640",2,40334,40337,121,2
"9754652",2,16651,25053,430,1
"9754676",4,27194,27813,298,1
"9754873",3,38940,68627,585,3
"9755010",16,357679,895385,23,2
"9755259",15,452594,1326805,206,1
"9755510",12,278727,794962,243,1
"9755535",11,883359,3188929,280,1
"9755542",2,46719,162026,105,2
"9755705",2,241996,580946,116,2
"9755714",4,100632,257700,35,2
"9755808",18,525339,1479981,28,2
"9755937",4,15377,33444,739,3
"9756241",1,188440,789740,445,1
"9756432",8,129112,372597,572,3
"9756573",6,113332,201044,424,1
"9756678",1,7367,32345,242,1
"9756699",6,56539,135865,299,1
"9756908",12,73130,267215,469,3
"9756948",30,253069,704578,55,2
"9757094",2,22887,42515,695,3
"9757118",17,235411,756906,52,2
"9757276",2,12168,51911,850,4
"9757708",1,28339,45882,285,1
"9757709",4,38720,40697,613,3
"9758016",2,21208,92048,213,1
"9758095",5,99001,324366,95,2
"9758294",5,149638,580755,993,4
"9758556",2,107976,311096,658,3
"9758594",2,21092,21093,90,2
"9758926",1,13642,27422,712,3
"9758976",2,22556,49046,165,2
"9759792",9,242988,690106,243,1
"9759812",3,11566,14520,728,3
"9760133",4,98758,260167,983,4
"9760201",1,7738,34445,447,1
"9760376",2,53448,167668,224,1
"9760666",1,21008,21008,966,4
"9760715",4,70161,179060,144,2
"9760740",1,29352,112266,840,4
"9760754",2,36158,65791,647,3
"9761821",4,44368,87030,319,1
"9761981",1,24552,59600,123,2
"9762111",2,76028,207914,46,2
"9762130",1,2773,2773,114,2
"9762151",12,411104,1382957,56,2
"9763037",1,22271,98259,987,4
"9763193",1,19262,41866,249,1
"9763333",2,96556,254088,34,2
"9763404",3,19225,55185,264,1
"9763998",204,7251671,24667429,53,2
"9764000",3,49914,49916,118,2
"9765115",5,41724,149731,111,2
"9767352",5,166448,303853,368,1
"9767535",2,12025,40296,969,4
"9767677",1,12418,31924,277,1
"9767851",6,197809,197814,675,3
"9768758",11,389740,1300015,58,2
"9769350",4,54360,85581,441,1
"9769401",1,6968,30588,973,4
"9769499",9,179165,401808,522,3
"9769770",2,19081,22663,117,2
"9769819",1,19702,26302,623,3
"9770324",1,61624,294100,411,1
"9770552",1,3396,6048,931,4
"9770990",2,57551,187714,87,2
"9771060",5,168897,371433,549,3
"9771120",3,98829,239038,79,2
"9771276",1,25310,61896,938,4
"9771408",3,67529,128462,381,1
"9772612",9,78550,244211,250,1
"9773028",4,211667,408524,272,1
"9774217",4,197459,597615,72,2
"9774690",1,21713,66649,648,3
"9774742",4,25903,138279,648,3
"9774743",1,745,2101,347,1
"9774908",134,1516993,4644152,25,2
"9775130",7,160996,470283,144,2
"9775133",2,3835,5361,1008,4
"9775538",1,4947,6134,949,4
"9775575",1,13270,19176,1007,4
"9775579",1,12352,12353,650,3
"9775633",1,11764,11764,962,4
"9775771",58,1664624,4585413,54,2
"9775822",33,456418,1218365,24,2
"9776102",3,6855,10387,978,4
"9776130",2,28638,50652,222,1
"9776290",3,22353,22353,196,2
"9776395",10,189931,650485,143,2
"9776416",37,434157,1171691,38,2
"9776812",3,62188,154938,266,1
"9776830",2,20586,20588,62,2
"9776878",8,184499,394154,234,1
"9776897",1,7537,33109,903,4
"9776941",2,13524,22084,644,3
"9776951",1,12352,12353,607,3
"9777119",1,16806,16807,73,2
"9777154",1,16821,108378,725,3
"9777281",18,827133,2863425,79,2
"9777476",2,47736,92152,879,4
"9777751",1,5278,9138,697,3
"9778082",1,18939,44402,598,3
"9778123",26,319209,417726,26,2
"9778137",1,43022,125160,164,2
"9778154",2,9221,25685,1018,4
"9778927",72,5291928,17963286,54,2
"9779014",1,17294,39496,947,4
"9779073",1,37888,168050,40,2
"9779557",3,114036,231804,992,4
"9779581",2,88647,227068,109,2
"9779588",2,32702,57722,339,1
"9779595",1,67258,205026,578,3
"9779847",1,9243,9244,948,4
"9779880",1,3148,21143,779,4
"9779974",3,31985,70562,63,2
"9780233",3,108704,225912,818,4
"9780425",8,229534,663229,46,2
"9780769",228,8717517,26073350,34,2
"9780943",2,8654,13537,294,1
"9781556",2,11428,11428,839,4
"9781802",1,6268,15958,943,4
"9781806",2,24272,100823,438,1
"9782059",1,7982,7983,816,4
"9782317",5,83168,213588,63,2
"9782319",1,5254,26471,796,4
"9782559",2,22435,22436,368,1
"9782667",10,263470,720675,216,1
"9782696",4,77799,213469,55,2
"9782752",8,105801,210037,188,2
"9782754",2,17244,27748,693,3
"9782861",1,5378,5378,843,4
"9783199",2,23342,45782,368,1
"9783366",4,42754,76454,455,1
"9783692",16,755491,1949494,97,2
"9783747",8,36702,91295,364,1
"9784066",3,36300,145361,741,3
"9785291",3,21415,69709,831,4
"9785893",1,13654,68748,697,3
"9786027",2,84806,354928,635,3
"9787802",3,13805,51621,738,3
"9788745",4,66964,119872,438,1
"9788922",1,3134,6262,985,4
"9789123",3,135709,428354,409,1
"9789385",2,36134,36135,531,3
"9789685",1,1508,2513,194,2
"9789780",1,36450,71513,184,2
"9789869",1,10470,20160,215,1
"9789977",1,118756,235532,619,3
"9790281",5,53568,130571,229,1
"9790452",1,27744,142849,24,2
"9790620",1,11876,42008,55,2
"9790663",61,1339574,3227543,104,2
"9790774",4,23780,23782,875,4
"9791192",4,817590,1783906,593,3
"9791383",10,359786,931405,28,2
"9791546",4,13010,27582,53,2
"9791568",8,1252409,4346132,178,2
"9791640",3,15611,45143,874,4
"9791829",5,34869,59942,551,3
"9791835",1,142764,424958,410,1
"9791848",5,124668,217060,83,2
"9791869",1,7982,7983,979,4
"9791900",6,74867,260777,154,2
"9792190",1,12352,12353,97,2
"9792493",23,273876,500981,151,2
"9792543",1,9162,11681,997,4
"9792573",11,299067,1241384,252,1
"9792600",7,76169,153791,390,1
"9792711",49,1528456,4360500,23,2
"9792721",8,250757,479464,234,1
"9792754",7,95376,95380,121,2
"9792830",1,6470,6471,501,3
"9792835",1,15545,15546,739,3
"9792977",1,9462,19706,720,3
"9792997",2,20419,20420,417,1
"9793515",4,48732,48737,154,2
"9793812",2,35616,64205,137,2
"9794684",1,10885,22432,545,3
"9795791",2,42980,130740,670,3
"9796440",1,7789,32765,310,1
"9796637",2,36218,75628,818,4
"9798132",8,85037,329948,345,1
"9798436",1,21007,21008,927,4
"9798451",3,28185,99974,412,1
"9798742",57,579837,1509717,118,2
"9799396",1,7058,7059,601,3
"9799456",3,101118,165682,40,2
"9799495",1,65184,151228,181,2
"9799992",1,9633,15029,270,1
"9800503",1,17644,58815,286,1
"9800506",1,8409,33605,675,3
"9800707",1,161640,326692,84,2
"9800905",1,19407,67218,319,1
"9801314",12,1131877,4177833,195,2
"9801643",4,40209,67545,163,2
"9801758",4,35044,60740,388,1
"9801801",3,47154,83634,116,2
"9801921",3,32580,132703,324,1
"9801928",1,22000,22000,235,1
"9802007",1,61506,111750,144,2
"9802011",3,190704,469464,77,2
"9802087",16,1575377,6391701,490,3
"9802310",2,14183,19324,668,3
"9802483",3,19878,20083,223,1
"9802602",5,17652,37551,338,1
"9802637",3,85520,200086,103,2
"9802671",3,9734,24320,283,1
"9802735",1,9214,18862,181,2
"9802854",1,111732,433566,689,3
"9802891",1,27418,40307,975,4
"9802935",7,193351,507622,494,3
"9803269",1,19645,43647,334,1
"9803294",1,37618,84288,418,1
"9803402",8,184250,804940,327,1
"9803775",1,232986,722808,588,3
"9803912",2,107353,385856,80,2
"9803921",1,18408,48396,27,2
"9804275",13,41314,94109,885,4
"9806103",58,1161457,3577266,23,2
"9806779",12,186211,540410,413,1
"9806808",1,11400,50336,781,4
"9807507",38,552222,1869016,27,2
"9808183",7,80950,191175,110,2
"9808738",1,34693,72771,521,3
"9809180",25,528635,1658800,509,3
"9809577",1,8212,15530,846,4
"9809725",3,53107,148500,681,3
"9809791",15,1285350,4349341,42,2
"9809862",1,15700,86582,321,1
"9809894",1,24942,92429,111,2
"9810011",39,700345,1515580,77,2
"9810186",4,45367,46806,882,4
"9810224",3,135968,514148,101,2
"9810563",1,12970,50340,991,4
"9811056",1,10256,36966,231,1
"9811309",2,67249,118426,389,1
"9811452",95,13650332,46282994,32,2
"9811458",32,529984,1875086,121,2
"9811493",4,303062,736065,354,1
"9811579",11,130368,299657,89,2
"9812163",4,83688,137885,622,3
"9812471",71,1616404,5175839,56,2
"9812783",2,141236,390556,335,1
"9812846",2,24836,24840,34,2
"9812938",11,179462,331654,146,2
"9813015",5,161350,297782,399,1
"9813144",1,1923,6555,41,2
"9813178",2,28136,55228,504,3
"9813246",16,557266,1756678,44,2
"9813300",4,23483,47899,931,4
"9813978",2,45899,82218,282,1
"9814036",87,1657696,4599761,45,2
"9814140",2,52576,108876,727,3
"9814215",4,68674,129730,55,2
"9814255",1,22133,63786,805,4
"9814317",3,136758,296226,969,4
"9814474",3,40058,72084,630,3
"9814496",1,14224,19527,745,3
"9814573",5,222928,630031,131,2
"9814770",1,14537,14538,383,1
"9814773",8,324984,1018457,346,1
"9814778",4,34181,34184,425,1
"9814946",8,132585,343848,658,3
"9815060",6,111556,237577,46,2
"9815482",1,23789,78984,441,1
"9815671",23,262714,837377,83,2
"9815722",3,15813,28683,347,1
"9815734",9,88973,121321,739,3
"9815741",3,43860,73078,227,1
"9815978",1,210632,853076,91,2
"9815979",1,11704,24951,370,1
"9816444",4,39562,113451,213,1
"9816531",5,174108,340232,728,3
"9816681",2,1426,3832,660,3
"9816801",12,382638,1289627,390,1
"9816883",1,25138,40318,782,4
"9816884",7,54895,175962,54,2
"9816934",1,11514,40284,139,2
"9816942",5,386494,1189410,242,1
"9817376",32,909651,2862963,286,1
"9817507",1,2815,4429,369,1
"9817716",1,18460,45680,856,4
"9817884",3,81990,197462,329,1
"9817940",4,24994,38428,264,1
"9818445",1,10595,55378,853,4
"9818476",8,48393,152522,335,1
"9818758",2,12081,71411,326,1
"9819254",1,8402,8403,326,1
"9819520",2,6685,24529,789,4
"9819563",12,459651,1305308,166,2
"9820118",2,6135,13429,479,3
"9820544",11,1180013,3612563,33,2
"9820553",1,3394,15958,1001,4
"9820597",1,22571,59529,143,2
"9820724",1,6673,25000,508,3
"9821303",9,685814,2692258,179,2
"9821600",15,1619258,6478729,279,1
"9821763",10,249629,865072,256,1
"9821770",1,162664,357620,108,2
"9822068",27,446419,1206110,229,1
"9822203",2,930,2680,399,1
"9822269",2,16620,38016,755,3
"9822374",13,363040,1459677,524,3
"9822589",1,12352,12353,102,2
"9822724",18,558610,1823954,32,2
"9822725",4,68430,250784,195,2
"9822761",3,12183,25309,831,4
"9822826",5,104048,198614,181,2
"9823348",1,19407,67218,118,2
"9823364",1,890,1530,692,3
"9823456",1,20234,61303,228,1
"9823800",4,41897,78460,258,1
"9823989",1,6348,30815,1013,4
"9824317",8,30634,86862,54,2
"9824430",1,17583,35707,361,1
"9824576",4,46112,109303,166,2
"9824849",10,436670,1905800,251,1
"9824854",1,14537,14538,415,1
"9825025",84,767562,1849737,81,2
"9825548",1,24153,46951,544,3
"9825709",15,272793,604070,474,3
"9825714",4,39388,104704,195,2
"9825922",1,17893,30124,938,4
"9826302",1,21949,44193,335,1
"9826351",20,101979,264658,230,1
"9826382",2,16363,28827,966,4
"9826634",2,317208,1149684,79,2
"9826711",1,2452,3975,311,1
"9826987",30,800661,2602454,98,2
"9827010",1,16011,45000,803,4
"9827127",3,31009,31010,262,1
"9827142",2,10095,16959,958,4
"9827217",6,42724,133673,283,1
"9827413",3,74143,155312,68,2
"9827419",1,14537,14538,98,2
"9827643",5,21057,63100,215,1
"9827648",2,103197,325506,497,3
"9827649",12,174407,626231,23,2
"9827815",2,13291,62462,728,3
"9828240",5,40064,102192,334,1
"9828243",1,32532,66540,111,2
"9828282",1,5118,50252,839,4
"9828362",23,280876,868322,88,2
"9828422",2,40530,74488,38,2
"9828479",1,42017,252017,768,4
"9828536",1,26184,137648,1003,4
"9828597",39,1847472,6507770,76,2
"9828799",1,1785,6680,110,2
"9828911",1,6352,11224,898,4
"9828932",2,16806,29103,773,4
"9829008",15,228989,569914,108,2
"9829393",20,418203,1205202,59,2
"9829896",5,39971,41260,27,2
"9829925",1,13381,68487,822,4
"9830120",5,289671,712541,67,2
"9830473",7,52024,213633,573,3
"9831230",9,248527,899184,255,1
"9831560",3,19913,50022,453,1
"9831775",1,63796,143448,711,3
"9832044",4,647094,2273680,321,1
"9832395",1,3194,3194,1012,4
"9832502",9,90540,90552,238,1
"9832723",3,74447,134606,24,2
"9833011",1,14745,26941,653,3
"9833227",3,82884,147850,615,3
"9833463",418,11435207,29192747,24,2
"9833477",2,8844,9328,619,3
"9834027",1,72832,136054,195,2
"9834129",52,461632,1105910,26,2
"9834258",6,162137,655610,224,1
"9834502",7,246514,1006623,229,1
"9834659",5,174054,651118,709,3
"9834675",4,39286,39631,48,2
"9834800",13,138468,321177,194,2
"9834972",8,98784,196924,27,2
"9834993",7,59213,207580,266,1
"9835014",1,63568,156488,91,2
"9835073",23,498583,1292143,623,3
"9835187",1,16533,41672,947,4
"9835492",1,9663,9664,424,1
"9835919",1,16806,16807,48,2
"9836058",5,120399,345574,56,2
"9836197",1,5548,13437,180,2
"9836685",1,1512,9076,278,1
"9837239",2,44396,128445,168,2
"9837311",24,799287,3048399,222,1
"9837390",6,116573,360595,287,1
"9837401",5,166648,444093,136,2
"9837424",1,91348,226874,328,1
"9837610",80,2646966,8862664,25,2
"9837904",4,90188,197547,374,1
"9837936",19,552769,2138346,48,2
"9837978",9,163935,328089,32,2
"9837979",5,90755,375222,884,4
"9838151",1,65260,127696,412,1
"9838233",22,1023151,3804334,28,2
"9838326",25,331847,560310,756,3
"9838390",1,164912,649380,125,2
"9838409",1,9663,9664,532,3
"9838566",6,96016,333589,228,1
"9838571",15,199109,429395,97,2
"9838700",4,400672,1145756,147,2
"9838701",7,319275,1296142,686,3
"9838778",38,484271,1303155,67,2
"9838946",23,505705,1150439,196,2
"9839443",1,4153,8955,168,2
"9840104",22,264756,699940,28,2
"9840504",13,164350,724743,355,1
"9840610",1,8479,33197,889,4
"9842051",1,51483,132376,354,1
"9842277",4,28400,28403,725,3
"9842698",3,38650,38655,592,3
"9843810",3,160023,421014,319,1
"9843826",4,122214,332412,96,2
"9843834",1,34782,66683,647,3
"9843979",2,7168,13160,679,3
"9844126",2,13332,65236,384,1
"9844187",3,564500,1694754,304,1
"9844197",4,37941,45948,419,1
"9844429",1,36776,120388,943,4
"9844637",1,11669,38647,55,2
"9844651",3,296402,769741,132,2
"9844852",1,99350,302513,383,1
"9845024",5,65323,225647,59,2
"9845031",13,173120,365759,116,2
"9845154",10,303540,621146,173,2
"9845345",4,19258,45043,83,2
"9845525",2,115841,303803,480,3
"9845527",7,324571,1428730,312,1
"9845548",30,803696,2202885,70,2
"9845561",5,312305,1065163,668,3
"9845648",59,1358934,3373925,38,2
"9845975",1,16302,16303,620,3
"9846376",3,20211,37908,76,2
"9846397",3,63921,129125,789,4
"9846428",1,37888,168050,381,1
"9846453",1,57308,114538,628,3
"9846551",1,3753,6000,231,1
"9846587",10,294303,1369239,259,1
"9846635",5,31751,61396,531,3
"9846740",2,27728,27731,317,1
"9846781",3,49582,96555,311,1
"9846946",4,17020,59647,326,1
"9847543",1,16302,16303,591,3
"9847608",3,191888,387872,264,1
"9847728",4,12887,35510,177,2
"9847729",1,29954,71791,249,1
"9847892",2,439324,1465466,136,2
"9847945",2,59892,188605,28,2
"9847967",4,92826,161687,80,2
"9847968",2,13390,70739,886,4
"9848513",3,35016,75698,228,1
"9848577",1,42228,78228,357,1
"9848973",2,4891,4958,640,3
"9849052",17,412062,1046696,37,2
"9849165",2,23609,71420,144,2
"9849172",1,450,1840,117,2
"9849314",27,511779,1616044,140,2
"9849511",14,899181,3291164,154,2
"9849566",8,687567,2517068,221,1
"9849643",35,1139875,4181934,51,2
"9849781",2,132515,275846,23,2
"9849849",1,95888,186527,875,4
"9850350",1,95096,241984,607,3
"9850393",4,75462,79916,25,2
"9850444",1,41322,112933,265,1
"9850496",1,27348,92429,283,1
"9850693",8,146991,296581,154,2
"9850801",9,273612,1198518,627,3
"9851042",6,80535,119975,423,1
"9851177",19,416662,1366354,339,1
"9851195",2,107406,422088,1004,4
"9851217",1,9744,17714,756,3
"9851389",2,15544,15546,952,4
"9851406",1,17667,56462,450,1
"9851754",27,201560,734079,88,2
"9851755",17,143143,396057,507,3
"9851811",5,46689,47228,315,1
"9852361",14,459013,895058,921,4
"9852403",1,305556,830908,188,2
"9852857",1,121188,295772,34,2
"9852980",3,48234,48237,268,1
"9853006",3,31118,75888,809,4
"9853312",5,128272,235502,836,4
"9853488",2,8341,12078,315,1
"9853561",3,105206,488654,307,1
"9853566",1,18482,35880,217,1
"9853618",2,7424,12661,52,2
"9853747",1,12152,29034,191,2
"9854209",2,47816,124054,791,4
"9854314",6,245173,528109,217,1
"9854329",5,36634,36638,829,4
"9854435",3,190846,653588,172,2
"9854466",1,4709,25202,965,4
"9854695",1,7970,32437,1014,4
"9854750",3,36642,62840,724,3
"9854756",1,3615,6180,363,1
"9855507",1,95048,316200,601,3
"9856294",1,7535,33109,802,4
"9856714",2,12731,27855,781,4
"9857127",1,3846,6552,24,2
"9857205",1,14323,45370,185,2
"9858199",6,40921,40924,426,1
"9858258",6,16666,31942,136,2
"9859970",17,339444,879158,273,1
"9860695",1,65956,127164,125,2
"9860832",3,19698,19915,80,2
"9860877",575,24659608,96474545,346,2
"9860898",2,20419,20420,278,1
"9861067",10,158234,308708,117,2
"9861312",2,9893,22370,105,2
"9861356",7,113842,242126,857,4
"9861450",2,25965,25966,714,3
"9861506",1,16306,25605,315,1
"9861567",2,2349,6303,643,3
"9861781",2,59532,116188,661,3
"9861933",4,38464,76822,689,3
"9862239",3,13826,30621,346,1
"9862247",1,53452,137126,265,1
"9862823",5,138324,461193,138,2
"9862887",1,88684,242100,185,2
"9862916",1,9748,9748,934,4
"9863070",1,10252,10252,326,1
"9863071",16,306792,1052707,255,1
"9863132",6,66897,88636,524,3
"9863147",32,272696,637643,377,1
"9863297",14,151220,312306,780,4
"9863303",1,73316,138724,248,1
"9863304",4,60269,168947,244,1
"9863411",6,122905,288863,894,4
"9863508",3,86878,168653,970,4
"9863568",1,75382,162674,39,2
"9863569",7,475619,1748163,235,1
"9863661",60,827299,2697489,82,2
"9863672",1,2376,4349,237,1
"9864139",3,35794,35800,142,2
"9864141",2,74187,120962,402,1
"9864567",6,108624,165008,259,1
"9864879",3,138949,231933,101,2
"9865102",60,1301240,1555618,33,2
"9865376",18,394095,1003773,34,2
"9865551",4,82034,309808,465,3
"9865753",24,1188129,3619517,27,2
"9866791",2,29080,51027,868,4
"9867048",3,23780,23781,165,2
"9867069",6,76741,263843,696,3
"9867240",2,24788,24790,1015,4
"9867262",2,16258,18613,756,3
"9867318",1,16716,22613,327,1
"9867332",10,57494,124109,308,1
"9867361",1,83977,142597,597,3
"9867808",1,16807,16807,406,1
"9867882",3,96821,417356,814,4
"9868423",4,38083,83630,231,1
"9869560",4,251694,761808,124,2
"9869618",1,10239,22353,987,4
"9869658",1,4062,10068,403,1
"9869678",1,50902,102086,262,1
"9869746",1,12352,12353,447,1
"9869812",3,11542,22800,950,4
"9869813",22,587591,1210677,612,3
"9869892",10,21153,38580,81,2
"9870094",2,23456,47010,698,3
"9870230",2,186844,563436,83,2
"9870564",1,21293,76387,705,3
"9870565",3,48565,48570,384,1
"9870729",2,103497,168051,154,2
"9870826",7,90281,147479,110,2
"9870974",2,70623,192412,104,2
